RecordID,Country,Region,Year,Gender,Demographics Response,Question,Value
287,Benin,West Africa,2017,M,25-34,... if she refuses to have sex with him,7.9
287,Benin,West Africa,2017,M,35-49,... if she refuses to have sex with him,5.1
9,Burkina Faso,West Africa,2010,F,15-24,... if she burns the food,9.2
9,Burkina Faso,West Africa,2010,F,25-34,... if she burns the food,9.4
9,Burkina Faso,West Africa,2010,F,35-49,... if she burns the food,11.0
9,Burkina Faso,West Africa,2010,M,35-49,... if she burns the food,6.1
9,Burkina Faso,West Africa,2010,M,25-34,... if she burns the food,6.5
9,Burkina Faso,West Africa,2010,M,15-24,... if she burns the food,9.4
359,Burkina Faso,West Africa,2010,F,15-24,... for at least one specific reason,40.8
359,Burkina Faso,West Africa,2010,F,25-34,... for at least one specific reason,43.0
359,Burkina Faso,West Africa,2010,F,35-49,... for at least one specific reason,47.6
79,Burkina Faso,West Africa,2010,F,15-24,... if she argues with him,28.3
79,Burkina Faso,West Africa,2010,F,25-34,... if she argues with him,30.2
79,Burkina Faso,West Africa,2010,F,35-49,... if she argues with him,35.0
149,Burkina Faso,West Africa,2010,F,15-24,... if she goes out without telling him,27.4
149,Burkina Faso,West Africa,2010,F,25-34,... if she goes out without telling him,29.9
149,Burkina Faso,West Africa,2010,F,35-49,... if she goes out without telling him,34.6
219,Burkina Faso,West Africa,2010,F,15-24,... if she neglects the children,27.9
219,Burkina Faso,West Africa,2010,F,25-34,... if she neglects the children,29.6
219,Burkina Faso,West Africa,2010,F,35-49,... if she neglects the children,34.6
289,Burkina Faso,West Africa,2010,F,15-24,... if she refuses to have sex with him,17.7
289,Burkina Faso,West Africa,2010,F,25-34,... if she refuses to have sex with him,19.6
289,Burkina Faso,West Africa,2010,F,35-49,... if she refuses to have sex with him,22.3
359,Burkina Faso,West Africa,2010,M,15-24,... for at least one specific reason,37.1
359,Burkina Faso,West Africa,2010,M,25-34,... for at least one specific reason,31.7
359,Burkina Faso,West Africa,2010,M,35-49,... for at least one specific reason,32.7
79,Burkina Faso,West Africa,2010,M,15-24,... if she argues with him,20.9
79,Burkina Faso,West Africa,2010,M,25-34,... if she argues with him,19.4
79,Burkina Faso,West Africa,2010,M,35-49,... if she argues with him,19.5
149,Burkina Faso,West Africa,2010,M,15-24,... if she goes out without telling him,19.7
149,Burkina Faso,West Africa,2010,M,25-34,... if she goes out without telling him,16.3
149,Burkina Faso,West Africa,2010,M,35-49,... if she goes out without telling him,16.6
219,Burkina Faso,West Africa,2010,M,15-24,... if she neglects the children,21.6
219,Burkina Faso,West Africa,2010,M,25-34,... if she neglects the children,18.8
219,Burkina Faso,West Africa,2010,M,35-49,... if she neglects the children,19.5
289,Burkina Faso,West Africa,2010,M,15-24,... if she refuses to have sex with him,12.7
289,Burkina Faso,West Africa,2010,M,25-34,... if she refuses to have sex with him,9.2
289,Burkina Faso,West Africa,2010,M,35-49,... if she refuses to have sex with him,10.4
10,Burundi,East Africa,2016,F,35-49,... if she burns the food,20.4
10,Burundi,East Africa,2016,F,25-34,... if she burns the food,20.5
10,Burundi,East Africa,2016,F,15-24,... if she burns the food,24.3
10,Burundi,East Africa,2016,M,25-34,... if she burns the food,3.3
10,Burundi,East Africa,2016,M,35-49,... if she burns the food,3.5
10,Burundi,East Africa,2016,M,15-24,... if she burns the food,7.2
360,Burundi,East Africa,2016,F,15-24,... for at least one specific reason,62.7
360,Burundi,East Africa,2016,F,25-34,... for at least one specific reason,61.1
360,Burundi,East Africa,2016,F,35-49,... for at least one specific reason,61.2
80,Burundi,East Africa,2016,F,15-24,... if she argues with him,30.5
80,Burundi,East Africa,2016,F,25-34,... if she argues with him,29.3
80,Burundi,East Africa,2016,F,35-49,... if she argues with him,30.4
150,Burundi,East Africa,2016,F,15-24,... if she goes out without telling him,39.8
150,Burundi,East Africa,2016,F,25-34,... if she goes out without telling him,38.3
150,Burundi,East Africa,2016,F,35-49,... if she goes out without telling him,39.4
220,Burundi,East Africa,2016,F,15-24,... if she neglects the children,52.7
220,Burundi,East Africa,2016,F,25-34,... if she neglects the children,51.2
220,Burundi,East Africa,2016,F,35-49,... if she neglects the children,51.0
290,Burundi,East Africa,2016,F,15-24,... if she refuses to have sex with him,40.9
290,Burundi,East Africa,2016,F,25-34,... if she refuses to have sex with him,41.3
290,Burundi,East Africa,2016,F,35-49,... if she refuses to have sex with him,43.7
360,Burundi,East Africa,2016,M,15-24,... for at least one specific reason,43.7
360,Burundi,East Africa,2016,M,25-34,... for at least one specific reason,31.0
360,Burundi,East Africa,2016,M,35-49,... for at least one specific reason,26.3
80,Burundi,East Africa,2016,M,15-24,... if she argues with him,12.8
80,Burundi,East Africa,2016,M,25-34,... if she argues with him,8.7
80,Burundi,East Africa,2016,M,35-49,... if she argues with him,8.1
150,Burundi,East Africa,2016,M,15-24,... if she goes out without telling him,20.7
150,Burundi,East Africa,2016,M,25-34,... if she goes out without telling him,14.5
150,Burundi,East Africa,2016,M,35-49,... if she goes out without telling him,14.9
220,Burundi,East Africa,2016,M,15-24,... if she neglects the children,32.8
220,Burundi,East Africa,2016,M,25-34,... if she neglects the children,23.8
220,Burundi,East Africa,2016,M,35-49,... if she neglects the children,18.8
290,Burundi,East Africa,2016,M,15-24,... if she refuses to have sex with him,18.7
290,Burundi,East Africa,2016,M,25-34,... if she refuses to have sex with him,9.9
290,Burundi,East Africa,2016,M,35-49,... if she refuses to have sex with him,9.6
12,Cameroon,Central Africa,2011,F,25-34,... if she burns the food,12.0
12,Cameroon,Central Africa,2011,F,35-49,... if she burns the food,14.1
12,Cameroon,Central Africa,2011,F,15-24,... if she burns the food,14.4
12,Cameroon,Central Africa,2011,M,35-49,... if she burns the food,6.7
12,Cameroon,Central Africa,2011,M,25-34,... if she burns the food,7.5
12,Cameroon,Central Africa,2011,M,15-24,... if she burns the food,11.4
362,Cameroon,Central Africa,2011,F,15-24,... for at least one specific reason,48.9
362,Cameroon,Central Africa,2011,F,25-34,... for at least one specific reason,43.5
362,Cameroon,Central Africa,2011,F,35-49,... for at least one specific reason,45.8
82,Cameroon,Central Africa,2011,F,15-24,... if she argues with him,20.5
82,Cameroon,Central Africa,2011,F,25-34,... if she argues with him,20.0
82,Cameroon,Central Africa,2011,F,35-49,... if she argues with him,22.1
152,Cameroon,Central Africa,2011,F,15-24,... if she goes out without telling him,26.0
152,Cameroon,Central Africa,2011,F,25-34,... if she goes out without telling him,25.3
152,Cameroon,Central Africa,2011,F,35-49,... if she goes out without telling him,28.9
222,Cameroon,Central Africa,2011,F,15-24,... if she neglects the children,39.6
222,Cameroon,Central Africa,2011,F,25-34,... if she neglects the children,34.9
222,Cameroon,Central Africa,2011,F,35-49,... if she neglects the children,36.7
292,Cameroon,Central Africa,2011,F,15-24,... if she refuses to have sex with him,12.4
292,Cameroon,Central Africa,2011,F,25-34,... if she refuses to have sex with him,13.8
292,Cameroon,Central Africa,2011,F,35-49,... if she refuses to have sex with him,17.1
362,Cameroon,Central Africa,2011,M,15-24,... for at least one specific reason,42.9
362,Cameroon,Central Africa,2011,M,25-34,... for at least one specific reason,36.5
362,Cameroon,Central Africa,2011,M,35-49,... for at least one specific reason,34.5
82,Cameroon,Central Africa,2011,M,15-24,... if she argues with him,19.4
82,Cameroon,Central Africa,2011,M,25-34,... if she argues with him,16.8
82,Cameroon,Central Africa,2011,M,35-49,... if she argues with him,15.7
152,Cameroon,Central Africa,2011,M,15-24,... if she goes out without telling him,22.0
152,Cameroon,Central Africa,2011,M,25-34,... if she goes out without telling him,20.3
152,Cameroon,Central Africa,2011,M,35-49,... if she goes out without telling him,21.2
222,Cameroon,Central Africa,2011,M,15-24,... if she neglects the children,32.0
222,Cameroon,Central Africa,2011,M,25-34,... if she neglects the children,27.9
222,Cameroon,Central Africa,2011,M,35-49,... if she neglects the children,24.9
292,Cameroon,Central Africa,2011,M,15-24,... if she refuses to have sex with him,8.6
292,Cameroon,Central Africa,2011,M,25-34,... if she refuses to have sex with him,7.3
292,Cameroon,Central Africa,2011,M,35-49,... if she refuses to have sex with him,6.6
13,Chad,Central Africa,2014,F,35-49,... if she burns the food,47.4
13,Chad,Central Africa,2014,F,15-24,... if she burns the food,47.7
13,Chad,Central Africa,2014,F,25-34,... if she burns the food,50.5
13,Chad,Central Africa,2014,M,35-49,... if she burns the food,24.0
13,Chad,Central Africa,2014,M,25-34,... if she burns the food,28.6
13,Chad,Central Africa,2014,M,15-24,... if she burns the food,29.3
363,Chad,Central Africa,2014,F,15-24,... for at least one specific reason,72.2
363,Chad,Central Africa,2014,F,25-34,... for at least one specific reason,76.1
363,Chad,Central Africa,2014,F,35-49,... for at least one specific reason,72.5
83,Chad,Central Africa,2014,F,15-24,... if she argues with him,47.8
83,Chad,Central Africa,2014,F,25-34,... if she argues with him,52.0
83,Chad,Central Africa,2014,F,35-49,... if she argues with him,50.1
153,Chad,Central Africa,2014,F,15-24,... if she goes out without telling him,56.2
153,Chad,Central Africa,2014,F,25-34,... if she goes out without telling him,62.3
153,Chad,Central Africa,2014,F,35-49,... if she goes out without telling him,59.1
223,Chad,Central Africa,2014,F,15-24,... if she neglects the children,57.9
223,Chad,Central Africa,2014,F,25-34,... if she neglects the children,62.6
223,Chad,Central Africa,2014,F,35-49,... if she neglects the children,59.0
293,Chad,Central Africa,2014,F,15-24,... if she refuses to have sex with him,37.2
293,Chad,Central Africa,2014,F,25-34,... if she refuses to have sex with him,43.3
293,Chad,Central Africa,2014,F,35-49,... if she refuses to have sex with him,42.2
363,Chad,Central Africa,2014,M,15-24,... for at least one specific reason,53.2
363,Chad,Central Africa,2014,M,25-34,... for at least one specific reason,50.5
363,Chad,Central Africa,2014,M,35-49,... for at least one specific reason,46.8
83,Chad,Central Africa,2014,M,15-24,... if she argues with him,24.4
83,Chad,Central Africa,2014,M,25-34,... if she argues with him,20.8
83,Chad,Central Africa,2014,M,35-49,... if she argues with him,20.6
153,Chad,Central Africa,2014,M,15-24,... if she goes out without telling him,30.0
153,Chad,Central Africa,2014,M,25-34,... if she goes out without telling him,28.1
153,Chad,Central Africa,2014,M,35-49,... if she goes out without telling him,25.7
223,Chad,Central Africa,2014,M,15-24,... if she neglects the children,38.4
223,Chad,Central Africa,2014,M,25-34,... if she neglects the children,37.3
223,Chad,Central Africa,2014,M,35-49,... if she neglects the children,34.8
293,Chad,Central Africa,2014,M,15-24,... if she refuses to have sex with him,25.9
293,Chad,Central Africa,2014,M,25-34,... if she refuses to have sex with him,22.9
293,Chad,Central Africa,2014,M,35-49,... if she refuses to have sex with him,21.5
15,Comoros,East Africa,2012,F,35-49,... if she burns the food,10.0
15,Comoros,East Africa,2012,F,25-34,... if she burns the food,11.6
15,Comoros,East Africa,2012,F,15-24,... if she burns the food,15.1
15,Comoros,East Africa,2012,M,35-49,... if she burns the food,0.9
15,Comoros,East Africa,2012,M,25-34,... if she burns the food,2.9
15,Comoros,East Africa,2012,M,15-24,... if she burns the food,4.8
365,Comoros,East Africa,2012,F,15-24,... for at least one specific reason,42.5
365,Comoros,East Africa,2012,F,25-34,... for at least one specific reason,36.0
365,Comoros,East Africa,2012,F,35-49,... for at least one specific reason,36.6
85,Comoros,East Africa,2012,F,15-24,... if she argues with him,18.1
85,Comoros,East Africa,2012,F,25-34,... if she argues with him,14.2
85,Comoros,East Africa,2012,F,35-49,... if she argues with him,13.4
155,Comoros,East Africa,2012,F,15-24,... if she goes out without telling him,30.6
155,Comoros,East Africa,2012,F,25-34,... if she goes out without telling him,26.4
155,Comoros,East Africa,2012,F,35-49,... if she goes out without telling him,27.0
225,Comoros,East Africa,2012,F,15-24,... if she neglects the children,32.9
225,Comoros,East Africa,2012,F,25-34,... if she neglects the children,27.0
225,Comoros,East Africa,2012,F,35-49,... if she neglects the children,27.7
295,Comoros,East Africa,2012,F,15-24,... if she refuses to have sex with him,20.6
295,Comoros,East Africa,2012,F,25-34,... if she refuses to have sex with him,19.9
295,Comoros,East Africa,2012,F,35-49,... if she refuses to have sex with him,19.0
365,Comoros,East Africa,2012,M,15-24,... for at least one specific reason,26.0
365,Comoros,East Africa,2012,M,25-34,... for at least one specific reason,14.1
365,Comoros,East Africa,2012,M,35-49,... for at least one specific reason,8.4
85,Comoros,East Africa,2012,M,15-24,... if she argues with him,11.9
85,Comoros,East Africa,2012,M,25-34,... if she argues with him,4.8
85,Comoros,East Africa,2012,M,35-49,... if she argues with him,1.6
155,Comoros,East Africa,2012,M,15-24,... if she goes out without telling him,10.8
155,Comoros,East Africa,2012,M,25-34,... if she goes out without telling him,5.4
155,Comoros,East Africa,2012,M,35-49,... if she goes out without telling him,3.3
225,Comoros,East Africa,2012,M,15-24,... if she neglects the children,12.8
225,Comoros,East Africa,2012,M,25-34,... if she neglects the children,4.6
225,Comoros,East Africa,2012,M,35-49,... if she neglects the children,4.4
295,Comoros,East Africa,2012,M,15-24,... if she refuses to have sex with him,10.1
295,Comoros,East Africa,2012,M,25-34,... if she refuses to have sex with him,9.5
295,Comoros,East Africa,2012,M,35-49,... if she refuses to have sex with him,3.8
16,Congo,Central Africa,2011,F,15-24,... if she burns the food,
16,Congo,Central Africa,2011,F,25-34,... if she burns the food,
16,Congo,Central Africa,2011,F,35-49,... if she burns the food,
16,Congo,Central Africa,2011,M,15-24,... if she burns the food,
16,Congo,Central Africa,2011,M,25-34,... if she burns the food,
16,Congo,Central Africa,2011,M,35-49,... if she burns the food,
366,Congo,Central Africa,2011,F,15-24,... for at least one specific reason,64.0
366,Congo,Central Africa,2011,F,25-34,... for at least one specific reason,58.9
366,Congo,Central Africa,2011,F,35-49,... for at least one specific reason,58.0
86,Congo,Central Africa,2011,F,15-24,... if she argues with him,
86,Congo,Central Africa,2011,F,25-34,... if she argues with him,
86,Congo,Central Africa,2011,F,35-49,... if she argues with him,
156,Congo,Central Africa,2011,F,15-24,... if she goes out without telling him,42.8
156,Congo,Central Africa,2011,F,25-34,... if she goes out without telling him,39.9
156,Congo,Central Africa,2011,F,35-49,... if she goes out without telling him,39.2
226,Congo,Central Africa,2011,F,15-24,... if she neglects the children,50.9
226,Congo,Central Africa,2011,F,25-34,... if she neglects the children,44.9
226,Congo,Central Africa,2011,F,35-49,... if she neglects the children,43.3
296,Congo,Central Africa,2011,F,15-24,... if she refuses to have sex with him,24.9
296,Congo,Central Africa,2011,F,25-34,... if she refuses to have sex with him,25.9
296,Congo,Central Africa,2011,F,35-49,... if she refuses to have sex with him,28.9
366,Congo,Central Africa,2011,M,15-24,... for at least one specific reason,48.9
366,Congo,Central Africa,2011,M,25-34,... for at least one specific reason,42.9
366,Congo,Central Africa,2011,M,35-49,... for at least one specific reason,36.2
86,Congo,Central Africa,2011,M,15-24,... if she argues with him,
86,Congo,Central Africa,2011,M,25-34,... if she argues with him,
86,Congo,Central Africa,2011,M,35-49,... if she argues with him,
156,Congo,Central Africa,2011,M,15-24,... if she goes out without telling him,24.1
156,Congo,Central Africa,2011,M,25-34,... if she goes out without telling him,21.2
156,Congo,Central Africa,2011,M,35-49,... if she goes out without telling him,21.1
226,Congo,Central Africa,2011,M,15-24,... if she neglects the children,35.8
226,Congo,Central Africa,2011,M,25-34,... if she neglects the children,32.2
226,Congo,Central Africa,2011,M,35-49,... if she neglects the children,25.1
296,Congo,Central Africa,2011,M,15-24,... if she refuses to have sex with him,15.1
296,Congo,Central Africa,2011,M,25-34,... if she refuses to have sex with him,14.1
296,Congo,Central Africa,2011,M,35-49,... if she refuses to have sex with him,10.2
17,Congo Democratic Republic,Central Africa,2013,F,35-49,... if she burns the food,22.5
17,Congo Democratic Republic,Central Africa,2013,F,25-34,... if she burns the food,23.9
17,Congo Democratic Republic,Central Africa,2013,F,15-24,... if she burns the food,25.9
17,Congo Democratic Republic,Central Africa,2013,M,35-49,... if she burns the food,10.7
17,Congo Democratic Republic,Central Africa,2013,M,25-34,... if she burns the food,13.2
17,Congo Democratic Republic,Central Africa,2013,M,15-24,... if she burns the food,19.8
367,Congo Democratic Republic,Central Africa,2013,F,15-24,... for at least one specific reason,76.3
367,Congo Democratic Republic,Central Africa,2013,F,25-34,... for at least one specific reason,75.2
367,Congo Democratic Republic,Central Africa,2013,F,35-49,... for at least one specific reason,71.8
87,Congo Democratic Republic,Central Africa,2013,F,15-24,... if she argues with him,59.7
87,Congo Democratic Republic,Central Africa,2013,F,25-34,... if she argues with him,57.9
87,Congo Democratic Republic,Central Africa,2013,F,35-49,... if she argues with him,54.3
157,Congo Democratic Republic,Central Africa,2013,F,15-24,... if she goes out without telling him,49.6
157,Congo Democratic Republic,Central Africa,2013,F,25-34,... if she goes out without telling him,50.5
157,Congo Democratic Republic,Central Africa,2013,F,35-49,... if she goes out without telling him,46.5
227,Congo Democratic Republic,Central Africa,2013,F,15-24,... if she neglects the children,52.6
227,Congo Democratic Republic,Central Africa,2013,F,25-34,... if she neglects the children,51.7
227,Congo Democratic Republic,Central Africa,2013,F,35-49,... if she neglects the children,49.2
297,Congo Democratic Republic,Central Africa,2013,F,15-24,... if she refuses to have sex with him,40.8
297,Congo Democratic Republic,Central Africa,2013,F,25-34,... if she refuses to have sex with him,46.1
297,Congo Democratic Republic,Central Africa,2013,F,35-49,... if she refuses to have sex with him,44.4
367,Congo Democratic Republic,Central Africa,2013,M,15-24,... for at least one specific reason,67.6
367,Congo Democratic Republic,Central Africa,2013,M,25-34,... for at least one specific reason,60.8
367,Congo Democratic Republic,Central Africa,2013,M,35-49,... for at least one specific reason,52.2
87,Congo Democratic Republic,Central Africa,2013,M,15-24,... if she argues with him,47.2
87,Congo Democratic Republic,Central Africa,2013,M,25-34,... if she argues with him,42.6
87,Congo Democratic Republic,Central Africa,2013,M,35-49,... if she argues with him,35.1
157,Congo Democratic Republic,Central Africa,2013,M,15-24,... if she goes out without telling him,38.1
157,Congo Democratic Republic,Central Africa,2013,M,25-34,... if she goes out without telling him,32.6
157,Congo Democratic Republic,Central Africa,2013,M,35-49,... if she goes out without telling him,25.1
227,Congo Democratic Republic,Central Africa,2013,M,15-24,... if she neglects the children,45.4
227,Congo Democratic Republic,Central Africa,2013,M,25-34,... if she neglects the children,40.7
227,Congo Democratic Republic,Central Africa,2013,M,35-49,... if she neglects the children,32.5
297,Congo Democratic Republic,Central Africa,2013,M,15-24,... if she refuses to have sex with him,26.6
297,Congo Democratic Republic,Central Africa,2013,M,25-34,... if she refuses to have sex with him,21.4
297,Congo Democratic Republic,Central Africa,2013,M,35-49,... if she refuses to have sex with him,20.8
18,Cote d'Ivoire,West Africa,2011,F,15-24,... if she burns the food,16.0
18,Cote d'Ivoire,West Africa,2011,F,25-34,... if she burns the food,16.4
18,Cote d'Ivoire,West Africa,2011,F,35-49,... if she burns the food,16.9
18,Cote d'Ivoire,West Africa,2011,M,35-49,... if she burns the food,7.7
18,Cote d'Ivoire,West Africa,2011,M,25-34,... if she burns the food,11.2
18,Cote d'Ivoire,West Africa,2011,M,15-24,... if she burns the food,17.7
368,Cote d'Ivoire,West Africa,2011,F,15-24,... for at least one specific reason,50.6
368,Cote d'Ivoire,West Africa,2011,F,25-34,... for at least one specific reason,46.3
368,Cote d'Ivoire,West Africa,2011,F,35-49,... for at least one specific reason,45.9
88,Cote d'Ivoire,West Africa,2011,F,15-24,... if she argues with him,35.4
88,Cote d'Ivoire,West Africa,2011,F,25-34,... if she argues with him,33.8
88,Cote d'Ivoire,West Africa,2011,F,35-49,... if she argues with him,33.5
158,Cote d'Ivoire,West Africa,2011,F,15-24,... if she goes out without telling him,25.9
158,Cote d'Ivoire,West Africa,2011,F,25-34,... if she goes out without telling him,27.0
158,Cote d'Ivoire,West Africa,2011,F,35-49,... if she goes out without telling him,26.9
228,Cote d'Ivoire,West Africa,2011,F,15-24,... if she neglects the children,34.4
228,Cote d'Ivoire,West Africa,2011,F,25-34,... if she neglects the children,31.7
228,Cote d'Ivoire,West Africa,2011,F,35-49,... if she neglects the children,31.6
298,Cote d'Ivoire,West Africa,2011,F,15-24,... if she refuses to have sex with him,20.2
298,Cote d'Ivoire,West Africa,2011,F,25-34,... if she refuses to have sex with him,21.4
298,Cote d'Ivoire,West Africa,2011,F,35-49,... if she refuses to have sex with him,23.6
368,Cote d'Ivoire,West Africa,2011,M,15-24,... for at least one specific reason,49.0
368,Cote d'Ivoire,West Africa,2011,M,25-34,... for at least one specific reason,42.8
368,Cote d'Ivoire,West Africa,2011,M,35-49,... for at least one specific reason,32.2
88,Cote d'Ivoire,West Africa,2011,M,15-24,... if she argues with him,30.6
88,Cote d'Ivoire,West Africa,2011,M,25-34,... if she argues with him,25.0
88,Cote d'Ivoire,West Africa,2011,M,35-49,... if she argues with him,20.3
158,Cote d'Ivoire,West Africa,2011,M,15-24,... if she goes out without telling him,24.6
158,Cote d'Ivoire,West Africa,2011,M,25-34,... if she goes out without telling him,22.0
158,Cote d'Ivoire,West Africa,2011,M,35-49,... if she goes out without telling him,18.7
228,Cote d'Ivoire,West Africa,2011,M,15-24,... if she neglects the children,33.5
228,Cote d'Ivoire,West Africa,2011,M,25-34,... if she neglects the children,30.9
228,Cote d'Ivoire,West Africa,2011,M,35-49,... if she neglects the children,20.6
298,Cote d'Ivoire,West Africa,2011,M,15-24,... if she refuses to have sex with him,14.1
298,Cote d'Ivoire,West Africa,2011,M,25-34,... if she refuses to have sex with him,11.4
298,Cote d'Ivoire,West Africa,2011,M,35-49,... if she refuses to have sex with him,9.1
20,Egypt,North Africa,2014,F,25-34,... if she burns the food,6.5
20,Egypt,North Africa,2014,F,15-24,... if she burns the food,7.3
20,Egypt,North Africa,2014,F,35-49,... if she burns the food,7.3
20,Egypt,North Africa,2014,M,15-24,... if she burns the food,
20,Egypt,North Africa,2014,M,25-34,... if she burns the food,
20,Egypt,North Africa,2014,M,35-49,... if she burns the food,
370,Egypt,North Africa,2014,F,15-24,... for at least one specific reason,40.5
370,Egypt,North Africa,2014,F,25-34,... for at least one specific reason,33.7
370,Egypt,North Africa,2014,F,35-49,... for at least one specific reason,35.5
90,Egypt,North Africa,2014,F,15-24,... if she argues with him,14.4
90,Egypt,North Africa,2014,F,25-34,... if she argues with him,11.5
90,Egypt,North Africa,2014,F,35-49,... if she argues with him,13.3
160,Egypt,North Africa,2014,F,15-24,... if she goes out without telling him,29.1
160,Egypt,North Africa,2014,F,25-34,... if she goes out without telling him,23.5
160,Egypt,North Africa,2014,F,35-49,... if she goes out without telling him,26.0
230,Egypt,North Africa,2014,F,15-24,... if she neglects the children,27.6
230,Egypt,North Africa,2014,F,25-34,... if she neglects the children,22.2
230,Egypt,North Africa,2014,F,35-49,... if she neglects the children,24.6
300,Egypt,North Africa,2014,F,15-24,... if she refuses to have sex with him,20.6
300,Egypt,North Africa,2014,F,25-34,... if she refuses to have sex with him,18.3
300,Egypt,North Africa,2014,F,35-49,... if she refuses to have sex with him,21.2
370,Egypt,North Africa,2014,M,15-24,... for at least one specific reason,
370,Egypt,North Africa,2014,M,25-34,... for at least one specific reason,
370,Egypt,North Africa,2014,M,35-49,... for at least one specific reason,
