RecordID,Country,Region,Year,Gender,Demographics Response,Question,Value
7,Benin,West Africa,2017,F,"Widowed, divorced, separated",... if she burns the food,15.1
7,Benin,West Africa,2017,M,Married or living together,... if she burns the food,5.9
7,Benin,West Africa,2017,M,"Widowed, divorced, separated",... if she burns the food,7.0
7,Benin,West Africa,2017,M,Never married,... if she burns the food,8.0
357,Benin,West Africa,2017,F,Married or living together,... for at least one specific reason,34.0
357,Benin,West Africa,2017,F,Never married,... for at least one specific reason,25.7
357,Benin,West Africa,2017,F,"Widowed, divorced, separated",... for at least one specific reason,31.3
77,Benin,West Africa,2017,F,Married or living together,... if she argues with him,22.6
77,Benin,West Africa,2017,F,Never married,... if she argues with him,16.1
77,Benin,West Africa,2017,F,"Widowed, divorced, separated",... if she argues with him,18.5
147,Benin,West Africa,2017,F,Married or living together,... if she goes out without telling him,23.4
147,Benin,West Africa,2017,F,Never married,... if she goes out without telling him,15.3
147,Benin,West Africa,2017,F,"Widowed, divorced, separated",... if she goes out without telling him,20.3
217,Benin,West Africa,2017,F,Married or living together,... if she neglects the children,24.7
217,Benin,West Africa,2017,F,Never married,... if she neglects the children,17.3
217,Benin,West Africa,2017,F,"Widowed, divorced, separated",... if she neglects the children,19.7
287,Benin,West Africa,2017,F,Married or living together,... if she refuses to have sex with him,14.2
287,Benin,West Africa,2017,F,Never married,... if she refuses to have sex with him,8.4
287,Benin,West Africa,2017,F,"Widowed, divorced, separated",... if she refuses to have sex with him,13.1
357,Benin,West Africa,2017,M,Married or living together,... for at least one specific reason,14.5
357,Benin,West Africa,2017,M,Never married,... for at least one specific reason,16.9
357,Benin,West Africa,2017,M,"Widowed, divorced, separated",... for at least one specific reason,15.0
77,Benin,West Africa,2017,M,Married or living together,... if she argues with him,8.6
77,Benin,West Africa,2017,M,Never married,... if she argues with him,11.0
77,Benin,West Africa,2017,M,"Widowed, divorced, separated",... if she argues with him,12.0
147,Benin,West Africa,2017,M,Married or living together,... if she goes out without telling him,7.6
147,Benin,West Africa,2017,M,Never married,... if she goes out without telling him,10.3
147,Benin,West Africa,2017,M,"Widowed, divorced, separated",... if she goes out without telling him,10.1
217,Benin,West Africa,2017,M,Married or living together,... if she neglects the children,8.1
217,Benin,West Africa,2017,M,Never married,... if she neglects the children,11.0
217,Benin,West Africa,2017,M,"Widowed, divorced, separated",... if she neglects the children,8.8
287,Benin,West Africa,2017,M,Married or living together,... if she refuses to have sex with him,6.3
287,Benin,West Africa,2017,M,Never married,... if she refuses to have sex with him,7.8
287,Benin,West Africa,2017,M,"Widowed, divorced, separated",... if she refuses to have sex with him,7.6
9,Burkina Faso,West Africa,2010,F,Never married,... if she burns the food,7.4
9,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... if she burns the food,8.3
9,Burkina Faso,West Africa,2010,F,Married or living together,... if she burns the food,10.4
9,Burkina Faso,West Africa,2010,M,Married or living together,... if she burns the food,6.4
9,Burkina Faso,West Africa,2010,M,Never married,... if she burns the food,9.0
9,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... if she burns the food,9.3
359,Burkina Faso,West Africa,2010,F,Married or living together,... for at least one specific reason,46.0
359,Burkina Faso,West Africa,2010,F,Never married,... for at least one specific reason,33.3
359,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... for at least one specific reason,35.2
79,Burkina Faso,West Africa,2010,F,Married or living together,... if she argues with him,33.1
79,Burkina Faso,West Africa,2010,F,Never married,... if she argues with him,21.9
79,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... if she argues with him,22.9
149,Burkina Faso,West Africa,2010,F,Married or living together,... if she goes out without telling him,32.6
149,Burkina Faso,West Africa,2010,F,Never married,... if she goes out without telling him,20.4
149,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... if she goes out without telling him,26.3
219,Burkina Faso,West Africa,2010,F,Married or living together,... if she neglects the children,32.3
219,Burkina Faso,West Africa,2010,F,Never married,... if she neglects the children,22.5
219,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... if she neglects the children,27.1
289,Burkina Faso,West Africa,2010,F,Married or living together,... if she refuses to have sex with him,21.5
289,Burkina Faso,West Africa,2010,F,Never married,... if she refuses to have sex with him,12.4
289,Burkina Faso,West Africa,2010,F,"Widowed, divorced, separated",... if she refuses to have sex with him,13.6
359,Burkina Faso,West Africa,2010,M,Married or living together,... for at least one specific reason,32.7
359,Burkina Faso,West Africa,2010,M,Never married,... for at least one specific reason,35.9
359,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... for at least one specific reason,39.5
79,Burkina Faso,West Africa,2010,M,Married or living together,... if she argues with him,19.7
79,Burkina Faso,West Africa,2010,M,Never married,... if she argues with him,20.1
79,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... if she argues with him,29.1
149,Burkina Faso,West Africa,2010,M,Married or living together,... if she goes out without telling him,17.0
149,Burkina Faso,West Africa,2010,M,Never married,... if she goes out without telling him,18.5
149,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... if she goes out without telling him,23.7
219,Burkina Faso,West Africa,2010,M,Married or living together,... if she neglects the children,19.3
219,Burkina Faso,West Africa,2010,M,Never married,... if she neglects the children,21.0
219,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... if she neglects the children,25.4
289,Burkina Faso,West Africa,2010,M,Married or living together,... if she refuses to have sex with him,10.1
289,Burkina Faso,West Africa,2010,M,Never married,... if she refuses to have sex with him,12.1
289,Burkina Faso,West Africa,2010,M,"Widowed, divorced, separated",... if she refuses to have sex with him,11.6
10,Burundi,East Africa,2016,F,Married or living together,... if she burns the food,20.6
10,Burundi,East Africa,2016,F,Never married,... if she burns the food,22.2
10,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... if she burns the food,30.4
10,Burundi,East Africa,2016,M,Married or living together,... if she burns the food,3.6
10,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... if she burns the food,5.6
10,Burundi,East Africa,2016,M,Never married,... if she burns the food,6.7
360,Burundi,East Africa,2016,F,Married or living together,... for at least one specific reason,61.2
360,Burundi,East Africa,2016,F,Never married,... for at least one specific reason,60.9
360,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... for at least one specific reason,69.1
80,Burundi,East Africa,2016,F,Married or living together,... if she argues with him,29.6
80,Burundi,East Africa,2016,F,Never married,... if she argues with him,29.2
80,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... if she argues with him,36.7
150,Burundi,East Africa,2016,F,Married or living together,... if she goes out without telling him,38.4
150,Burundi,East Africa,2016,F,Never married,... if she goes out without telling him,38.4
150,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... if she goes out without telling him,47.5
220,Burundi,East Africa,2016,F,Married or living together,... if she neglects the children,50.5
220,Burundi,East Africa,2016,F,Never married,... if she neglects the children,51.7
220,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... if she neglects the children,59.9
290,Burundi,East Africa,2016,F,Married or living together,... if she refuses to have sex with him,42.3
290,Burundi,East Africa,2016,F,Never married,... if she refuses to have sex with him,38.4
290,Burundi,East Africa,2016,F,"Widowed, divorced, separated",... if she refuses to have sex with him,52.2
360,Burundi,East Africa,2016,M,Married or living together,... for at least one specific reason,29.2
360,Burundi,East Africa,2016,M,Never married,... for at least one specific reason,41.5
360,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... for at least one specific reason,45.9
80,Burundi,East Africa,2016,M,Married or living together,... if she argues with him,8.6
80,Burundi,East Africa,2016,M,Never married,... if she argues with him,12.0
80,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... if she argues with him,18.0
150,Burundi,East Africa,2016,M,Married or living together,... if she goes out without telling him,14.7
150,Burundi,East Africa,2016,M,Never married,... if she goes out without telling him,19.6
150,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... if she goes out without telling him,32.9
220,Burundi,East Africa,2016,M,Married or living together,... if she neglects the children,21.7
220,Burundi,East Africa,2016,M,Never married,... if she neglects the children,31.1
220,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... if she neglects the children,34.0
290,Burundi,East Africa,2016,M,Married or living together,... if she refuses to have sex with him,9.8
290,Burundi,East Africa,2016,M,Never married,... if she refuses to have sex with him,17.6
290,Burundi,East Africa,2016,M,"Widowed, divorced, separated",... if she refuses to have sex with him,22.8
12,Cameroon,Central Africa,2011,F,Never married,... if she burns the food,11.3
12,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... if she burns the food,12.5
12,Cameroon,Central Africa,2011,F,Married or living together,... if she burns the food,14.8
12,Cameroon,Central Africa,2011,M,Married or living together,... if she burns the food,8.3
12,Cameroon,Central Africa,2011,M,Never married,... if she burns the food,9.5
12,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... if she burns the food,10.7
362,Cameroon,Central Africa,2011,F,Married or living together,... for at least one specific reason,47.5
362,Cameroon,Central Africa,2011,F,Never married,... for at least one specific reason,44.6
362,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... for at least one specific reason,44.5
82,Cameroon,Central Africa,2011,F,Married or living together,... if she argues with him,23.1
82,Cameroon,Central Africa,2011,F,Never married,... if she argues with him,15.9
82,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... if she argues with him,19.1
152,Cameroon,Central Africa,2011,F,Married or living together,... if she goes out without telling him,28.8
152,Cameroon,Central Africa,2011,F,Never married,... if she goes out without telling him,21.5
152,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... if she goes out without telling him,25.9
222,Cameroon,Central Africa,2011,F,Married or living together,... if she neglects the children,37.5
222,Cameroon,Central Africa,2011,F,Never married,... if she neglects the children,37.3
222,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... if she neglects the children,37.2
292,Cameroon,Central Africa,2011,F,Married or living together,... if she refuses to have sex with him,16.8
292,Cameroon,Central Africa,2011,F,Never married,... if she refuses to have sex with him,8.5
292,Cameroon,Central Africa,2011,F,"Widowed, divorced, separated",... if she refuses to have sex with him,12.2
362,Cameroon,Central Africa,2011,M,Married or living together,... for at least one specific reason,36.7
362,Cameroon,Central Africa,2011,M,Never married,... for at least one specific reason,40.5
362,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... for at least one specific reason,40.0
82,Cameroon,Central Africa,2011,M,Married or living together,... if she argues with him,17.3
82,Cameroon,Central Africa,2011,M,Never married,... if she argues with him,17.9
82,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... if she argues with him,18.5
152,Cameroon,Central Africa,2011,M,Married or living together,... if she goes out without telling him,21.8
152,Cameroon,Central Africa,2011,M,Never married,... if she goes out without telling him,20.4
152,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... if she goes out without telling him,25.4
222,Cameroon,Central Africa,2011,M,Married or living together,... if she neglects the children,27.4
222,Cameroon,Central Africa,2011,M,Never married,... if she neglects the children,30.1
222,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... if she neglects the children,30.7
292,Cameroon,Central Africa,2011,M,Married or living together,... if she refuses to have sex with him,7.4
292,Cameroon,Central Africa,2011,M,Never married,... if she refuses to have sex with him,7.8
292,Cameroon,Central Africa,2011,M,"Widowed, divorced, separated",... if she refuses to have sex with him,10.1
13,Chad,Central Africa,2014,F,Never married,... if she burns the food,40.9
13,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... if she burns the food,45.9
13,Chad,Central Africa,2014,F,Married or living together,... if she burns the food,50.5
13,Chad,Central Africa,2014,M,Married or living together,... if she burns the food,26.0
13,Chad,Central Africa,2014,M,Never married,... if she burns the food,28.8
13,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... if she burns the food,38.7
363,Chad,Central Africa,2014,F,Married or living together,... for at least one specific reason,76.0
363,Chad,Central Africa,2014,F,Never married,... for at least one specific reason,63.7
363,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... for at least one specific reason,71.0
83,Chad,Central Africa,2014,F,Married or living together,... if she argues with him,52.1
83,Chad,Central Africa,2014,F,Never married,... if she argues with him,39.5
83,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... if she argues with him,49.3
153,Chad,Central Africa,2014,F,Married or living together,... if she goes out without telling him,62.1
153,Chad,Central Africa,2014,F,Never married,... if she goes out without telling him,46.3
153,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... if she goes out without telling him,56.9
223,Chad,Central Africa,2014,F,Married or living together,... if she neglects the children,62.1
223,Chad,Central Africa,2014,F,Never married,... if she neglects the children,49.6
223,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... if she neglects the children,58.8
293,Chad,Central Africa,2014,F,Married or living together,... if she refuses to have sex with him,43.7
293,Chad,Central Africa,2014,F,Never married,... if she refuses to have sex with him,26.5
293,Chad,Central Africa,2014,F,"Widowed, divorced, separated",... if she refuses to have sex with him,40.8
363,Chad,Central Africa,2014,M,Married or living together,... for at least one specific reason,48.4
363,Chad,Central Africa,2014,M,Never married,... for at least one specific reason,53.1
363,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... for at least one specific reason,55.3
83,Chad,Central Africa,2014,M,Married or living together,... if she argues with him,21.0
83,Chad,Central Africa,2014,M,Never married,... if she argues with him,23.8
83,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... if she argues with him,26.8
153,Chad,Central Africa,2014,M,Married or living together,... if she goes out without telling him,26.7
153,Chad,Central Africa,2014,M,Never married,... if she goes out without telling him,29.8
153,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... if she goes out without telling him,35.2
223,Chad,Central Africa,2014,M,Married or living together,... if she neglects the children,35.6
223,Chad,Central Africa,2014,M,Never married,... if she neglects the children,38.8
223,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... if she neglects the children,39.2
293,Chad,Central Africa,2014,M,Married or living together,... if she refuses to have sex with him,22.3
293,Chad,Central Africa,2014,M,Never married,... if she refuses to have sex with him,25.2
293,Chad,Central Africa,2014,M,"Widowed, divorced, separated",... if she refuses to have sex with him,32.6
15,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... if she burns the food,11.1
15,Comoros,East Africa,2012,F,Married or living together,... if she burns the food,12.2
15,Comoros,East Africa,2012,F,Never married,... if she burns the food,14.0
15,Comoros,East Africa,2012,M,Married or living together,... if she burns the food,2.2
15,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... if she burns the food,3.6
15,Comoros,East Africa,2012,M,Never married,... if she burns the food,4.1
365,Comoros,East Africa,2012,F,Married or living together,... for at least one specific reason,38.7
365,Comoros,East Africa,2012,F,Never married,... for at least one specific reason,40.5
365,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... for at least one specific reason,34.1
85,Comoros,East Africa,2012,F,Married or living together,... if she argues with him,15.0
85,Comoros,East Africa,2012,F,Never married,... if she argues with him,17.2
85,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... if she argues with him,14.3
155,Comoros,East Africa,2012,F,Married or living together,... if she goes out without telling him,28.1
155,Comoros,East Africa,2012,F,Never married,... if she goes out without telling him,29.1
155,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... if she goes out without telling him,27.1
225,Comoros,East Africa,2012,F,Married or living together,... if she neglects the children,29.2
225,Comoros,East Africa,2012,F,Never married,... if she neglects the children,31.2
225,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... if she neglects the children,26.9
295,Comoros,East Africa,2012,F,Married or living together,... if she refuses to have sex with him,20.6
295,Comoros,East Africa,2012,F,Never married,... if she refuses to have sex with him,19.3
295,Comoros,East Africa,2012,F,"Widowed, divorced, separated",... if she refuses to have sex with him,17.8
365,Comoros,East Africa,2012,M,Married or living together,... for at least one specific reason,10.5
365,Comoros,East Africa,2012,M,Never married,... for at least one specific reason,25.4
365,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... for at least one specific reason,20.3
85,Comoros,East Africa,2012,M,Married or living together,... if she argues with him,4.0
85,Comoros,East Africa,2012,M,Never married,... if she argues with him,10.5
85,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... if she argues with him,4.3
155,Comoros,East Africa,2012,M,Married or living together,... if she goes out without telling him,4.2
155,Comoros,East Africa,2012,M,Never married,... if she goes out without telling him,10.7
155,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... if she goes out without telling him,4.8
225,Comoros,East Africa,2012,M,Married or living together,... if she neglects the children,5.6
225,Comoros,East Africa,2012,M,Never married,... if she neglects the children,10.9
225,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... if she neglects the children,7.7
295,Comoros,East Africa,2012,M,Married or living together,... if she refuses to have sex with him,4.8
295,Comoros,East Africa,2012,M,Never married,... if she refuses to have sex with him,11.7
295,Comoros,East Africa,2012,M,"Widowed, divorced, separated",... if she refuses to have sex with him,11.0
16,Congo,Central Africa,2011,F,Married or living together,... if she burns the food,
16,Congo,Central Africa,2011,F,Never married,... if she burns the food,
16,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... if she burns the food,
16,Congo,Central Africa,2011,M,Married or living together,... if she burns the food,
16,Congo,Central Africa,2011,M,Never married,... if she burns the food,
16,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... if she burns the food,
366,Congo,Central Africa,2011,F,Married or living together,... for at least one specific reason,60.6
366,Congo,Central Africa,2011,F,Never married,... for at least one specific reason,60.5
366,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... for at least one specific reason,61.0
86,Congo,Central Africa,2011,F,Married or living together,... if she argues with him,
86,Congo,Central Africa,2011,F,Never married,... if she argues with him,
86,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... if she argues with him,
156,Congo,Central Africa,2011,F,Married or living together,... if she goes out without telling him,41.1
156,Congo,Central Africa,2011,F,Never married,... if she goes out without telling him,39.2
156,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... if she goes out without telling him,42.7
226,Congo,Central Africa,2011,F,Married or living together,... if she neglects the children,46.6
226,Congo,Central Africa,2011,F,Never married,... if she neglects the children,47.7
226,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... if she neglects the children,45.8
296,Congo,Central Africa,2011,F,Married or living together,... if she refuses to have sex with him,28.2
296,Congo,Central Africa,2011,F,Never married,... if she refuses to have sex with him,20.7
296,Congo,Central Africa,2011,F,"Widowed, divorced, separated",... if she refuses to have sex with him,28.5
366,Congo,Central Africa,2011,M,Married or living together,... for at least one specific reason,40.0
366,Congo,Central Africa,2011,M,Never married,... for at least one specific reason,46.1
366,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... for at least one specific reason,42.3
86,Congo,Central Africa,2011,M,Married or living together,... if she argues with him,
86,Congo,Central Africa,2011,M,Never married,... if she argues with him,
86,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... if she argues with him,
156,Congo,Central Africa,2011,M,Married or living together,... if she goes out without telling him,22.8
156,Congo,Central Africa,2011,M,Never married,... if she goes out without telling him,21.4
156,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... if she goes out without telling him,23.2
226,Congo,Central Africa,2011,M,Married or living together,... if she neglects the children,28.7
226,Congo,Central Africa,2011,M,Never married,... if she neglects the children,33.0
226,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... if she neglects the children,35.8
296,Congo,Central Africa,2011,M,Married or living together,... if she refuses to have sex with him,11.7
296,Congo,Central Africa,2011,M,Never married,... if she refuses to have sex with him,14.8
296,Congo,Central Africa,2011,M,"Widowed, divorced, separated",... if she refuses to have sex with him,12.9
17,Congo Democratic Republic,Central Africa,2013,F,Never married,... if she burns the food,23.5
17,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... if she burns the food,24.5
17,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... if she burns the food,24.7
17,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... if she burns the food,12.3
17,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... if she burns the food,14.8
17,Congo Democratic Republic,Central Africa,2013,M,Never married,... if she burns the food,18.8
367,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... for at least one specific reason,76.1
367,Congo Democratic Republic,Central Africa,2013,F,Never married,... for at least one specific reason,72.1
367,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... for at least one specific reason,72.7
87,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... if she argues with him,59.4
87,Congo Democratic Republic,Central Africa,2013,F,Never married,... if she argues with him,54.5
87,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... if she argues with him,54.9
157,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... if she goes out without telling him,51.2
157,Congo Democratic Republic,Central Africa,2013,F,Never married,... if she goes out without telling him,44.4
157,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... if she goes out without telling him,47.4
227,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... if she neglects the children,51.9
227,Congo Democratic Republic,Central Africa,2013,F,Never married,... if she neglects the children,50.5
227,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... if she neglects the children,50.9
297,Congo Democratic Republic,Central Africa,2013,F,Married or living together,... if she refuses to have sex with him,47.0
297,Congo Democratic Republic,Central Africa,2013,F,Never married,... if she refuses to have sex with him,33.6
297,Congo Democratic Republic,Central Africa,2013,F,"Widowed, divorced, separated",... if she refuses to have sex with him,46.5
367,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... for at least one specific reason,56.5
367,Congo Democratic Republic,Central Africa,2013,M,Never married,... for at least one specific reason,67.0
367,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... for at least one specific reason,59.9
87,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... if she argues with him,38.8
87,Congo Democratic Republic,Central Africa,2013,M,Never married,... if she argues with him,46.3
87,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... if she argues with him,46.0
157,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... if she goes out without telling him,29.5
157,Congo Democratic Republic,Central Africa,2013,M,Never married,... if she goes out without telling him,36.9
157,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... if she goes out without telling him,29.3
227,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... if she neglects the children,36.8
227,Congo Democratic Republic,Central Africa,2013,M,Never married,... if she neglects the children,44.5
227,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... if she neglects the children,40.4
297,Congo Democratic Republic,Central Africa,2013,M,Married or living together,... if she refuses to have sex with him,21.4
297,Congo Democratic Republic,Central Africa,2013,M,Never married,... if she refuses to have sex with him,25.6
297,Congo Democratic Republic,Central Africa,2013,M,"Widowed, divorced, separated",... if she refuses to have sex with him,26.6
18,Cote d'Ivoire,West Africa,2011,F,Never married,... if she burns the food,12.1
18,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... if she burns the food,15.9
18,Cote d'Ivoire,West Africa,2011,F,Married or living together,... if she burns the food,18.4
18,Cote d'Ivoire,West Africa,2011,M,"Widowed, divorced, separated",... if she burns the food,7.3
18,Cote d'Ivoire,West Africa,2011,M,Married or living together,... if she burns the food,9.7
18,Cote d'Ivoire,West Africa,2011,M,Never married,... if she burns the food,16.1
368,Cote d'Ivoire,West Africa,2011,F,Married or living together,... for at least one specific reason,50.4
368,Cote d'Ivoire,West Africa,2011,F,Never married,... for at least one specific reason,44.4
368,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... for at least one specific reason,40.5
88,Cote d'Ivoire,West Africa,2011,F,Married or living together,... if she argues with him,37.8
88,Cote d'Ivoire,West Africa,2011,F,Never married,... if she argues with him,29.2
88,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... if she argues with him,26.0
158,Cote d'Ivoire,West Africa,2011,F,Married or living together,... if she goes out without telling him,30.6
158,Cote d'Ivoire,West Africa,2011,F,Never married,... if she goes out without telling him,19.5
158,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... if she goes out without telling him,21.1
228,Cote d'Ivoire,West Africa,2011,F,Married or living together,... if she neglects the children,34.7
228,Cote d'Ivoire,West Africa,2011,F,Never married,... if she neglects the children,29.7
228,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... if she neglects the children,28.2
298,Cote d'Ivoire,West Africa,2011,F,Married or living together,... if she refuses to have sex with him,25.0
298,Cote d'Ivoire,West Africa,2011,F,Never married,... if she refuses to have sex with him,14.9
298,Cote d'Ivoire,West Africa,2011,F,"Widowed, divorced, separated",... if she refuses to have sex with him,18.3
368,Cote d'Ivoire,West Africa,2011,M,Married or living together,... for at least one specific reason,37.4
368,Cote d'Ivoire,West Africa,2011,M,Never married,... for at least one specific reason,46.6
368,Cote d'Ivoire,West Africa,2011,M,"Widowed, divorced, separated",... for at least one specific reason,43.2
88,Cote d'Ivoire,West Africa,2011,M,Married or living together,... if she argues with him,23.6
