RecordID,Country,Region,Year,Gender,Demographics Response,Question,Value
77,Benin,West Africa,2017,F,Employed for cash,... if she argues with him,21.5
77,Benin,West Africa,2017,F,Employed for kind,... if she argues with him,19.6
77,Benin,West Africa,2017,F,Unemployed,... if she argues with him,19.9
147,Benin,West Africa,2017,F,Employed for cash,... if she goes out without telling him,22.6
147,Benin,West Africa,2017,F,Employed for kind,... if she goes out without telling him,17.1
147,Benin,West Africa,2017,F,Unemployed,... if she goes out without telling him,20.7
217,Benin,West Africa,2017,F,Employed for cash,... if she neglects the children,23.5
217,Benin,West Africa,2017,F,Employed for kind,... if she neglects the children,21.8
217,Benin,West Africa,2017,F,Unemployed,... if she neglects the children,20.8
287,Benin,West Africa,2017,F,Employed for cash,... if she refuses to have sex with him,12.9
287,Benin,West Africa,2017,F,Employed for kind,... if she refuses to have sex with him,11.1
287,Benin,West Africa,2017,F,Unemployed,... if she refuses to have sex with him,13.5
357,Benin,West Africa,2017,M,Employed for cash,... for at least one specific reason,15.2
357,Benin,West Africa,2017,M,Employed for kind,... for at least one specific reason,23.4
357,Benin,West Africa,2017,M,Unemployed,... for at least one specific reason,10.1
77,Benin,West Africa,2017,M,Employed for cash,... if she argues with him,9.8
77,Benin,West Africa,2017,M,Employed for kind,... if she argues with him,12.6
77,Benin,West Africa,2017,M,Unemployed,... if she argues with him,6.2
147,Benin,West Africa,2017,M,Employed for cash,... if she goes out without telling him,8.7
147,Benin,West Africa,2017,M,Employed for kind,... if she goes out without telling him,13.0
147,Benin,West Africa,2017,M,Unemployed,... if she goes out without telling him,5.7
217,Benin,West Africa,2017,M,Employed for cash,... if she neglects the children,9.1
217,Benin,West Africa,2017,M,Employed for kind,... if she neglects the children,14.3
217,Benin,West Africa,2017,M,Unemployed,... if she neglects the children,6.2
287,Benin,West Africa,2017,M,Employed for cash,... if she refuses to have sex with him,7.2
287,Benin,West Africa,2017,M,Employed for kind,... if she refuses to have sex with him,9.3
287,Benin,West Africa,2017,M,Unemployed,... if she refuses to have sex with him,3.8
9,Burkina Faso,West Africa,2010,F,Employed for kind,... if she burns the food,8.5
9,Burkina Faso,West Africa,2010,F,Employed for cash,... if she burns the food,10.0
9,Burkina Faso,West Africa,2010,F,Unemployed,... if she burns the food,12.1
9,Burkina Faso,West Africa,2010,M,Unemployed,... if she burns the food,5.5
9,Burkina Faso,West Africa,2010,M,Employed for cash,... if she burns the food,6.1
9,Burkina Faso,West Africa,2010,M,Employed for kind,... if she burns the food,9.2
359,Burkina Faso,West Africa,2010,F,Employed for cash,... for at least one specific reason,40.6
359,Burkina Faso,West Africa,2010,F,Employed for kind,... for at least one specific reason,45.8
359,Burkina Faso,West Africa,2010,F,Unemployed,... for at least one specific reason,43.8
79,Burkina Faso,West Africa,2010,F,Employed for cash,... if she argues with him,29.5
79,Burkina Faso,West Africa,2010,F,Employed for kind,... if she argues with him,30.6
79,Burkina Faso,West Africa,2010,F,Unemployed,... if she argues with him,33.8
149,Burkina Faso,West Africa,2010,F,Employed for cash,... if she goes out without telling him,27.9
149,Burkina Faso,West Africa,2010,F,Employed for kind,... if she goes out without telling him,31.6
149,Burkina Faso,West Africa,2010,F,Unemployed,... if she goes out without telling him,31.9
219,Burkina Faso,West Africa,2010,F,Employed for cash,... if she neglects the children,28.8
219,Burkina Faso,West Africa,2010,F,Employed for kind,... if she neglects the children,31.1
219,Burkina Faso,West Africa,2010,F,Unemployed,... if she neglects the children,31.8
289,Burkina Faso,West Africa,2010,F,Employed for cash,... if she refuses to have sex with him,16.1
289,Burkina Faso,West Africa,2010,F,Employed for kind,... if she refuses to have sex with him,18.9
289,Burkina Faso,West Africa,2010,F,Unemployed,... if she refuses to have sex with him,27.7
359,Burkina Faso,West Africa,2010,M,Employed for cash,... for at least one specific reason,27.0
359,Burkina Faso,West Africa,2010,M,Employed for kind,... for at least one specific reason,44.0
359,Burkina Faso,West Africa,2010,M,Unemployed,... for at least one specific reason,22.8
79,Burkina Faso,West Africa,2010,M,Employed for cash,... if she argues with him,15.3
79,Burkina Faso,West Africa,2010,M,Employed for kind,... if she argues with him,27.0
79,Burkina Faso,West Africa,2010,M,Unemployed,... if she argues with him,8.6
149,Burkina Faso,West Africa,2010,M,Employed for cash,... if she goes out without telling him,13.3
149,Burkina Faso,West Africa,2010,M,Employed for kind,... if she goes out without telling him,24.1
149,Burkina Faso,West Africa,2010,M,Unemployed,... if she goes out without telling him,7.5
219,Burkina Faso,West Africa,2010,M,Employed for cash,... if she neglects the children,16.7
219,Burkina Faso,West Africa,2010,M,Employed for kind,... if she neglects the children,24.8
219,Burkina Faso,West Africa,2010,M,Unemployed,... if she neglects the children,14.6
289,Burkina Faso,West Africa,2010,M,Employed for cash,... if she refuses to have sex with him,9.1
289,Burkina Faso,West Africa,2010,M,Employed for kind,... if she refuses to have sex with him,13.5
289,Burkina Faso,West Africa,2010,M,Unemployed,... if she refuses to have sex with him,6.7
10,Burundi,East Africa,2016,F,Unemployed,... if she burns the food,14.5
10,Burundi,East Africa,2016,F,Employed for cash,... if she burns the food,22.6
10,Burundi,East Africa,2016,F,Employed for kind,... if she burns the food,23.9
10,Burundi,East Africa,2016,M,Employed for cash,... if she burns the food,3.8
10,Burundi,East Africa,2016,M,Unemployed,... if she burns the food,5.5
10,Burundi,East Africa,2016,M,Employed for kind,... if she burns the food,6.5
360,Burundi,East Africa,2016,F,Employed for cash,... for at least one specific reason,64.1
360,Burundi,East Africa,2016,F,Employed for kind,... for at least one specific reason,63.0
360,Burundi,East Africa,2016,F,Unemployed,... for at least one specific reason,52.0
80,Burundi,East Africa,2016,F,Employed for cash,... if she argues with him,29.5
80,Burundi,East Africa,2016,F,Employed for kind,... if she argues with him,33.3
80,Burundi,East Africa,2016,F,Unemployed,... if she argues with him,21.5
150,Burundi,East Africa,2016,F,Employed for cash,... if she goes out without telling him,40.9
150,Burundi,East Africa,2016,F,Employed for kind,... if she goes out without telling him,40.7
150,Burundi,East Africa,2016,F,Unemployed,... if she goes out without telling him,30.1
220,Burundi,East Africa,2016,F,Employed for cash,... if she neglects the children,53.8
220,Burundi,East Africa,2016,F,Employed for kind,... if she neglects the children,52.5
220,Burundi,East Africa,2016,F,Unemployed,... if she neglects the children,44.0
290,Burundi,East Africa,2016,F,Employed for cash,... if she refuses to have sex with him,44.1
290,Burundi,East Africa,2016,F,Employed for kind,... if she refuses to have sex with him,43.9
290,Burundi,East Africa,2016,F,Unemployed,... if she refuses to have sex with him,29.3
360,Burundi,East Africa,2016,M,Employed for cash,... for at least one specific reason,33.1
360,Burundi,East Africa,2016,M,Employed for kind,... for at least one specific reason,36.4
360,Burundi,East Africa,2016,M,Unemployed,... for at least one specific reason,41.9
80,Burundi,East Africa,2016,M,Employed for cash,... if she argues with him,9.8
80,Burundi,East Africa,2016,M,Employed for kind,... if she argues with him,10.7
80,Burundi,East Africa,2016,M,Unemployed,... if she argues with him,10.8
150,Burundi,East Africa,2016,M,Employed for cash,... if she goes out without telling him,16.8
150,Burundi,East Africa,2016,M,Employed for kind,... if she goes out without telling him,17.1
150,Burundi,East Africa,2016,M,Unemployed,... if she goes out without telling him,21.2
220,Burundi,East Africa,2016,M,Employed for cash,... if she neglects the children,24.5
220,Burundi,East Africa,2016,M,Employed for kind,... if she neglects the children,27.3
220,Burundi,East Africa,2016,M,Unemployed,... if she neglects the children,32.7
290,Burundi,East Africa,2016,M,Employed for cash,... if she refuses to have sex with him,12.6
290,Burundi,East Africa,2016,M,Employed for kind,... if she refuses to have sex with him,13.5
290,Burundi,East Africa,2016,M,Unemployed,... if she refuses to have sex with him,20.6
12,Cameroon,Central Africa,2011,F,Unemployed,... if she burns the food,12.5
12,Cameroon,Central Africa,2011,F,Employed for cash,... if she burns the food,13.9
12,Cameroon,Central Africa,2011,F,Employed for kind,... if she burns the food,15.3
12,Cameroon,Central Africa,2011,M,Unemployed,... if she burns the food,6.6
12,Cameroon,Central Africa,2011,M,Employed for kind,... if she burns the food,8.2
12,Cameroon,Central Africa,2011,M,Employed for cash,... if she burns the food,9.4
362,Cameroon,Central Africa,2011,F,Employed for cash,... for at least one specific reason,47.0
362,Cameroon,Central Africa,2011,F,Employed for kind,... for at least one specific reason,48.7
362,Cameroon,Central Africa,2011,F,Unemployed,... for at least one specific reason,44.7
82,Cameroon,Central Africa,2011,F,Employed for cash,... if she argues with him,21.6
82,Cameroon,Central Africa,2011,F,Employed for kind,... if she argues with him,22.3
82,Cameroon,Central Africa,2011,F,Unemployed,... if she argues with him,18.7
152,Cameroon,Central Africa,2011,F,Employed for cash,... if she goes out without telling him,27.6
152,Cameroon,Central Africa,2011,F,Employed for kind,... if she goes out without telling him,28.9
152,Cameroon,Central Africa,2011,F,Unemployed,... if she goes out without telling him,23.8
222,Cameroon,Central Africa,2011,F,Employed for cash,... if she neglects the children,38.4
222,Cameroon,Central Africa,2011,F,Employed for kind,... if she neglects the children,38.3
222,Cameroon,Central Africa,2011,F,Unemployed,... if she neglects the children,35.4
292,Cameroon,Central Africa,2011,F,Employed for cash,... if she refuses to have sex with him,15.0
292,Cameroon,Central Africa,2011,F,Employed for kind,... if she refuses to have sex with him,13.8
292,Cameroon,Central Africa,2011,F,Unemployed,... if she refuses to have sex with him,12.6
362,Cameroon,Central Africa,2011,M,Employed for cash,... for at least one specific reason,39.2
362,Cameroon,Central Africa,2011,M,Employed for kind,... for at least one specific reason,36.6
362,Cameroon,Central Africa,2011,M,Unemployed,... for at least one specific reason,36.6
82,Cameroon,Central Africa,2011,M,Employed for cash,... if she argues with him,18.0
82,Cameroon,Central Africa,2011,M,Employed for kind,... if she argues with him,19.2
82,Cameroon,Central Africa,2011,M,Unemployed,... if she argues with him,13.9
152,Cameroon,Central Africa,2011,M,Employed for cash,... if she goes out without telling him,21.9
152,Cameroon,Central Africa,2011,M,Employed for kind,... if she goes out without telling him,16.7
152,Cameroon,Central Africa,2011,M,Unemployed,... if she goes out without telling him,19.7
222,Cameroon,Central Africa,2011,M,Employed for cash,... if she neglects the children,29.1
222,Cameroon,Central Africa,2011,M,Employed for kind,... if she neglects the children,28.0
222,Cameroon,Central Africa,2011,M,Unemployed,... if she neglects the children,28.2
292,Cameroon,Central Africa,2011,M,Employed for cash,... if she refuses to have sex with him,7.9
292,Cameroon,Central Africa,2011,M,Employed for kind,... if she refuses to have sex with him,8.1
292,Cameroon,Central Africa,2011,M,Unemployed,... if she refuses to have sex with him,6.1
13,Chad,Central Africa,2014,F,Unemployed,... if she burns the food,42.3
13,Chad,Central Africa,2014,F,Employed for kind,... if she burns the food,49.4
13,Chad,Central Africa,2014,F,Employed for cash,... if she burns the food,56.7
13,Chad,Central Africa,2014,M,Unemployed,... if she burns the food,24.3
13,Chad,Central Africa,2014,M,Employed for cash,... if she burns the food,25.6
13,Chad,Central Africa,2014,M,Employed for kind,... if she burns the food,31.5
363,Chad,Central Africa,2014,F,Employed for cash,... for at least one specific reason,79.6
363,Chad,Central Africa,2014,F,Employed for kind,... for at least one specific reason,70.7
363,Chad,Central Africa,2014,F,Unemployed,... for at least one specific reason,70.0
83,Chad,Central Africa,2014,F,Employed for cash,... if she argues with him,56.6
83,Chad,Central Africa,2014,F,Employed for kind,... if she argues with him,48.8
83,Chad,Central Africa,2014,F,Unemployed,... if she argues with him,45.1
153,Chad,Central Africa,2014,F,Employed for cash,... if she goes out without telling him,65.5
153,Chad,Central Africa,2014,F,Employed for kind,... if she goes out without telling him,60.6
153,Chad,Central Africa,2014,F,Unemployed,... if she goes out without telling him,53.8
223,Chad,Central Africa,2014,F,Employed for cash,... if she neglects the children,67.0
223,Chad,Central Africa,2014,F,Employed for kind,... if she neglects the children,60.7
223,Chad,Central Africa,2014,F,Unemployed,... if she neglects the children,54.2
293,Chad,Central Africa,2014,F,Employed for cash,... if she refuses to have sex with him,45.7
293,Chad,Central Africa,2014,F,Employed for kind,... if she refuses to have sex with him,40.1
293,Chad,Central Africa,2014,F,Unemployed,... if she refuses to have sex with him,37.0
363,Chad,Central Africa,2014,M,Employed for cash,... for at least one specific reason,51.9
363,Chad,Central Africa,2014,M,Employed for kind,... for at least one specific reason,48.2
363,Chad,Central Africa,2014,M,Unemployed,... for at least one specific reason,51.8
83,Chad,Central Africa,2014,M,Employed for cash,... if she argues with him,20.1
83,Chad,Central Africa,2014,M,Employed for kind,... if she argues with him,23.9
83,Chad,Central Africa,2014,M,Unemployed,... if she argues with him,26.5
153,Chad,Central Africa,2014,M,Employed for cash,... if she goes out without telling him,26.9
153,Chad,Central Africa,2014,M,Employed for kind,... if she goes out without telling him,29.1
153,Chad,Central Africa,2014,M,Unemployed,... if she goes out without telling him,30.3
223,Chad,Central Africa,2014,M,Employed for cash,... if she neglects the children,39.6
223,Chad,Central Africa,2014,M,Employed for kind,... if she neglects the children,33.2
223,Chad,Central Africa,2014,M,Unemployed,... if she neglects the children,37.7
293,Chad,Central Africa,2014,M,Employed for cash,... if she refuses to have sex with him,23.7
293,Chad,Central Africa,2014,M,Employed for kind,... if she refuses to have sex with him,24.2
293,Chad,Central Africa,2014,M,Unemployed,... if she refuses to have sex with him,22.9
15,Comoros,East Africa,2012,F,Employed for cash,... if she burns the food,11.1
15,Comoros,East Africa,2012,F,Unemployed,... if she burns the food,12.1
15,Comoros,East Africa,2012,F,Employed for kind,... if she burns the food,18.3
15,Comoros,East Africa,2012,M,Unemployed,... if she burns the food,1.8
15,Comoros,East Africa,2012,M,Employed for cash,... if she burns the food,2.7
15,Comoros,East Africa,2012,M,Employed for kind,... if she burns the food,5.5
365,Comoros,East Africa,2012,F,Employed for cash,... for at least one specific reason,39.7
365,Comoros,East Africa,2012,F,Employed for kind,... for at least one specific reason,49.7
365,Comoros,East Africa,2012,F,Unemployed,... for at least one specific reason,36.0
85,Comoros,East Africa,2012,F,Employed for cash,... if she argues with him,15.2
85,Comoros,East Africa,2012,F,Employed for kind,... if she argues with him,17.2
85,Comoros,East Africa,2012,F,Unemployed,... if she argues with him,15.5
155,Comoros,East Africa,2012,F,Employed for cash,... if she goes out without telling him,30.1
155,Comoros,East Africa,2012,F,Employed for kind,... if she goes out without telling him,34.0
155,Comoros,East Africa,2012,F,Unemployed,... if she goes out without telling him,26.1
225,Comoros,East Africa,2012,F,Employed for cash,... if she neglects the children,30.9
225,Comoros,East Africa,2012,F,Employed for kind,... if she neglects the children,37.5
225,Comoros,East Africa,2012,F,Unemployed,... if she neglects the children,27.2
295,Comoros,East Africa,2012,F,Employed for cash,... if she refuses to have sex with him,20.7
295,Comoros,East Africa,2012,F,Employed for kind,... if she refuses to have sex with him,27.5
295,Comoros,East Africa,2012,F,Unemployed,... if she refuses to have sex with him,17.8
365,Comoros,East Africa,2012,M,Employed for cash,... for at least one specific reason,12.3
365,Comoros,East Africa,2012,M,Employed for kind,... for at least one specific reason,23.8
365,Comoros,East Africa,2012,M,Unemployed,... for at least one specific reason,22.7
85,Comoros,East Africa,2012,M,Employed for cash,... if she argues with him,3.2
85,Comoros,East Africa,2012,M,Employed for kind,... if she argues with him,11.3
85,Comoros,East Africa,2012,M,Unemployed,... if she argues with him,10.9
155,Comoros,East Africa,2012,M,Employed for cash,... if she goes out without telling him,5.0
155,Comoros,East Africa,2012,M,Employed for kind,... if she goes out without telling him,11.5
155,Comoros,East Africa,2012,M,Unemployed,... if she goes out without telling him,7.1
225,Comoros,East Africa,2012,M,Employed for cash,... if she neglects the children,5.3
225,Comoros,East Africa,2012,M,Employed for kind,... if she neglects the children,12.0
225,Comoros,East Africa,2012,M,Unemployed,... if she neglects the children,10.3
295,Comoros,East Africa,2012,M,Employed for cash,... if she refuses to have sex with him,6.8
295,Comoros,East Africa,2012,M,Employed for kind,... if she refuses to have sex with him,8.2
295,Comoros,East Africa,2012,M,Unemployed,... if she refuses to have sex with him,10.4
16,Congo,Central Africa,2011,F,Employed for cash,... if she burns the food,
16,Congo,Central Africa,2011,F,Employed for kind,... if she burns the food,
16,Congo,Central Africa,2011,F,Unemployed,... if she burns the food,
16,Congo,Central Africa,2011,M,Employed for cash,... if she burns the food,
16,Congo,Central Africa,2011,M,Employed for kind,... if she burns the food,
16,Congo,Central Africa,2011,M,Unemployed,... if she burns the food,
366,Congo,Central Africa,2011,F,Employed for cash,... for at least one specific reason,59.9
366,Congo,Central Africa,2011,F,Employed for kind,... for at least one specific reason,68.9
366,Congo,Central Africa,2011,F,Unemployed,... for at least one specific reason,60.5
86,Congo,Central Africa,2011,F,Employed for cash,... if she argues with him,
86,Congo,Central Africa,2011,F,Employed for kind,... if she argues with him,
86,Congo,Central Africa,2011,F,Unemployed,... if she argues with him,
156,Congo,Central Africa,2011,F,Employed for cash,... if she goes out without telling him,40.8
156,Congo,Central Africa,2011,F,Employed for kind,... if she goes out without telling him,50.0
156,Congo,Central Africa,2011,F,Unemployed,... if she goes out without telling him,39.1
226,Congo,Central Africa,2011,F,Employed for cash,... if she neglects the children,46.3
226,Congo,Central Africa,2011,F,Employed for kind,... if she neglects the children,52.8
226,Congo,Central Africa,2011,F,Unemployed,... if she neglects the children,46.5
296,Congo,Central Africa,2011,F,Employed for cash,... if she refuses to have sex with him,27.3
296,Congo,Central Africa,2011,F,Employed for kind,... if she refuses to have sex with him,32.1
296,Congo,Central Africa,2011,F,Unemployed,... if she refuses to have sex with him,23.4
366,Congo,Central Africa,2011,M,Employed for cash,... for at least one specific reason,41.9
366,Congo,Central Africa,2011,M,Employed for kind,... for at least one specific reason,29.6
366,Congo,Central Africa,2011,M,Unemployed,... for at least one specific reason,49.6
86,Congo,Central Africa,2011,M,Employed for cash,... if she argues with him,
86,Congo,Central Africa,2011,M,Employed for kind,... if she argues with him,
86,Congo,Central Africa,2011,M,Unemployed,... if she argues with him,
156,Congo,Central Africa,2011,M,Employed for cash,... if she goes out without telling him,21.7
156,Congo,Central Africa,2011,M,Employed for kind,... if she goes out without telling him,15.4
156,Congo,Central Africa,2011,M,Unemployed,... if she goes out without telling him,25.7
226,Congo,Central Africa,2011,M,Employed for cash,... if she neglects the children,30.4
226,Congo,Central Africa,2011,M,Employed for kind,... if she neglects the children,18.8
226,Congo,Central Africa,2011,M,Unemployed,... if she neglects the children,36.7
296,Congo,Central Africa,2011,M,Employed for cash,... if she refuses to have sex with him,12.8
296,Congo,Central Africa,2011,M,Employed for kind,... if she refuses to have sex with him,7.8
296,Congo,Central Africa,2011,M,Unemployed,... if she refuses to have sex with him,15.8
17,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... if she burns the food,21.2
17,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... if she burns the food,22.9
17,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... if she burns the food,25.7
17,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... if she burns the food,12.3
17,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... if she burns the food,14.2
17,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... if she burns the food,19.9
367,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... for at least one specific reason,77.1
367,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... for at least one specific reason,69.6
367,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... for at least one specific reason,72.0
87,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... if she argues with him,60.2
87,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... if she argues with him,52.1
87,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... if she argues with him,54.6
157,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... if she goes out without telling him,51.4
157,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... if she goes out without telling him,43.2
157,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... if she goes out without telling him,46.7
227,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... if she neglects the children,54.2
227,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... if she neglects the children,40.6
227,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... if she neglects the children,49.9
297,Congo Democratic Republic,Central Africa,2013,F,Employed for cash,... if she refuses to have sex with him,46.1
297,Congo Democratic Republic,Central Africa,2013,F,Employed for kind,... if she refuses to have sex with him,44.3
297,Congo Democratic Republic,Central Africa,2013,F,Unemployed,... if she refuses to have sex with him,37.4
367,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... for at least one specific reason,59.6
367,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... for at least one specific reason,57.6
367,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... for at least one specific reason,67.8
87,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... if she argues with him,42.0
87,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... if she argues with him,36.1
87,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... if she argues with him,45.6
157,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... if she goes out without telling him,31.6
157,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... if she goes out without telling him,30.0
157,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... if she goes out without telling him,37.4
227,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... if she neglects the children,38.9
227,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... if she neglects the children,36.5
227,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... if she neglects the children,46.3
297,Congo Democratic Republic,Central Africa,2013,M,Employed for cash,... if she refuses to have sex with him,22.9
297,Congo Democratic Republic,Central Africa,2013,M,Employed for kind,... if she refuses to have sex with him,20.1
297,Congo Democratic Republic,Central Africa,2013,M,Unemployed,... if she refuses to have sex with him,26.4
18,Cote d'Ivoire,West Africa,2011,F,Unemployed,... if she burns the food,15.7
18,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... if she burns the food,16.4
18,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... if she burns the food,17.3
18,Cote d'Ivoire,West Africa,2011,M,Employed for cash,... if she burns the food,11.5
18,Cote d'Ivoire,West Africa,2011,M,Employed for kind,... if she burns the food,13.9
18,Cote d'Ivoire,West Africa,2011,M,Unemployed,... if she burns the food,16.4
368,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... for at least one specific reason,48.5
368,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... for at least one specific reason,52.4
368,Cote d'Ivoire,West Africa,2011,F,Unemployed,... for at least one specific reason,44.0
88,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... if she argues with him,35.9
88,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... if she argues with him,37.1
88,Cote d'Ivoire,West Africa,2011,F,Unemployed,... if she argues with him,29.8
158,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... if she goes out without telling him,28.0
158,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... if she goes out without telling him,28.8
158,Cote d'Ivoire,West Africa,2011,F,Unemployed,... if she goes out without telling him,22.6
228,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... if she neglects the children,33.4
228,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... if she neglects the children,35.8
228,Cote d'Ivoire,West Africa,2011,F,Unemployed,... if she neglects the children,29.7
298,Cote d'Ivoire,West Africa,2011,F,Employed for cash,... if she refuses to have sex with him,22.9
298,Cote d'Ivoire,West Africa,2011,F,Employed for kind,... if she refuses to have sex with him,23.9
298,Cote d'Ivoire,West Africa,2011,F,Unemployed,... if she refuses to have sex with him,17.4
368,Cote d'Ivoire,West Africa,2011,M,Employed for cash,... for at least one specific reason,40.7
368,Cote d'Ivoire,West Africa,2011,M,Employed for kind,... for at least one specific reason,45.5
368,Cote d'Ivoire,West Africa,2011,M,Unemployed,... for at least one specific reason,44.4
88,Cote d'Ivoire,West Africa,2011,M,Employed for cash,... if she argues with him,25.2
88,Cote d'Ivoire,West Africa,2011,M,Employed for kind,... if she argues with him,30.6
88,Cote d'Ivoire,West Africa,2011,M,Unemployed,... if she argues with him,23.2
158,Cote d'Ivoire,West Africa,2011,M,Employed for cash,... if she goes out without telling him,21.6
158,Cote d'Ivoire,West Africa,2011,M,Employed for kind,... if she goes out without telling him,26.5
158,Cote d'Ivoire,West Africa,2011,M,Unemployed,... if she goes out without telling him,19.5
228,Cote d'Ivoire,West Africa,2011,M,Employed for cash,... if she neglects the children,27.3
228,Cote d'Ivoire,West Africa,2011,M,Employed for kind,... if she neglects the children,33.9
228,Cote d'Ivoire,West Africa,2011,M,Unemployed,... if she neglects the children,30.5
