RecordID,Country,Region,Year,Gender,Demographics Response,Question,Value
10,Burundi,East Africa,2016,F,Primary,... if she burns the food,23.9
10,Burundi,East Africa,2016,F,No education,... if she burns the food,25.3
10,Burundi,East Africa,2016,M,Higher,... if she burns the food,0.0
10,Burundi,East Africa,2016,M,Secondary,... if she burns the food,3.5
10,Burundi,East Africa,2016,M,No education,... if she burns the food,5.6
10,Burundi,East Africa,2016,M,Primary,... if she burns the food,5.9
360,Burundi,East Africa,2016,F,Higher,... for at least one specific reason,22.2
360,Burundi,East Africa,2016,F,No education,... for at least one specific reason,65.9
360,Burundi,East Africa,2016,F,Primary,... for at least one specific reason,63.9
360,Burundi,East Africa,2016,F,Secondary,... for at least one specific reason,53.9
80,Burundi,East Africa,2016,F,Higher,... if she argues with him,1.3
80,Burundi,East Africa,2016,F,No education,... if she argues with him,34.8
80,Burundi,East Africa,2016,F,Primary,... if she argues with him,32.3
80,Burundi,East Africa,2016,F,Secondary,... if she argues with him,20.8
150,Burundi,East Africa,2016,F,Higher,... if she goes out without telling him,8.7
150,Burundi,East Africa,2016,F,No education,... if she goes out without telling him,43.6
150,Burundi,East Africa,2016,F,Primary,... if she goes out without telling him,40.9
150,Burundi,East Africa,2016,F,Secondary,... if she goes out without telling him,31.3
220,Burundi,East Africa,2016,F,Higher,... if she neglects the children,20.0
220,Burundi,East Africa,2016,F,No education,... if she neglects the children,55.1
220,Burundi,East Africa,2016,F,Primary,... if she neglects the children,53.7
220,Burundi,East Africa,2016,F,Secondary,... if she neglects the children,45.0
290,Burundi,East Africa,2016,F,Higher,... if she refuses to have sex with him,8.2
290,Burundi,East Africa,2016,F,No education,... if she refuses to have sex with him,47.9
290,Burundi,East Africa,2016,F,Primary,... if she refuses to have sex with him,44.3
290,Burundi,East Africa,2016,F,Secondary,... if she refuses to have sex with him,29.9
360,Burundi,East Africa,2016,M,Higher,... for at least one specific reason,5.3
360,Burundi,East Africa,2016,M,No education,... for at least one specific reason,35.8
360,Burundi,East Africa,2016,M,Primary,... for at least one specific reason,38.6
360,Burundi,East Africa,2016,M,Secondary,... for at least one specific reason,31.2
80,Burundi,East Africa,2016,M,Higher,... if she argues with him,0.2
80,Burundi,East Africa,2016,M,No education,... if she argues with him,10.7
80,Burundi,East Africa,2016,M,Primary,... if she argues with him,12.7
80,Burundi,East Africa,2016,M,Secondary,... if she argues with him,6.7
150,Burundi,East Africa,2016,M,Higher,... if she goes out without telling him,1.1
150,Burundi,East Africa,2016,M,No education,... if she goes out without telling him,19.3
150,Burundi,East Africa,2016,M,Primary,... if she goes out without telling him,18.9
150,Burundi,East Africa,2016,M,Secondary,... if she goes out without telling him,14.1
220,Burundi,East Africa,2016,M,Higher,... if she neglects the children,4.0
220,Burundi,East Africa,2016,M,No education,... if she neglects the children,26.3
220,Burundi,East Africa,2016,M,Primary,... if she neglects the children,28.9
220,Burundi,East Africa,2016,M,Secondary,... if she neglects the children,23.6
290,Burundi,East Africa,2016,M,Higher,... if she refuses to have sex with him,1.5
290,Burundi,East Africa,2016,M,No education,... if she refuses to have sex with him,13.2
290,Burundi,East Africa,2016,M,Primary,... if she refuses to have sex with him,14.8
290,Burundi,East Africa,2016,M,Secondary,... if she refuses to have sex with him,12.6
12,Cameroon,Central Africa,2011,F,Higher,... if she burns the food,0.9
12,Cameroon,Central Africa,2011,F,Secondary,... if she burns the food,9.8
12,Cameroon,Central Africa,2011,F,Primary,... if she burns the food,15.9
12,Cameroon,Central Africa,2011,F,No education,... if she burns the food,20.9
12,Cameroon,Central Africa,2011,M,Higher,... if she burns the food,2.4
12,Cameroon,Central Africa,2011,M,Secondary,... if she burns the food,8.3
12,Cameroon,Central Africa,2011,M,No education,... if she burns the food,9.5
12,Cameroon,Central Africa,2011,M,Primary,... if she burns the food,11.8
362,Cameroon,Central Africa,2011,F,Higher,... for at least one specific reason,13.7
362,Cameroon,Central Africa,2011,F,No education,... for at least one specific reason,49.6
362,Cameroon,Central Africa,2011,F,Primary,... for at least one specific reason,51.6
362,Cameroon,Central Africa,2011,F,Secondary,... for at least one specific reason,45.1
82,Cameroon,Central Africa,2011,F,Higher,... if she argues with him,3.2
82,Cameroon,Central Africa,2011,F,No education,... if she argues with him,31.4
82,Cameroon,Central Africa,2011,F,Primary,... if she argues with him,24.4
82,Cameroon,Central Africa,2011,F,Secondary,... if she argues with him,14.9
152,Cameroon,Central Africa,2011,F,Higher,... if she goes out without telling him,2.8
152,Cameroon,Central Africa,2011,F,No education,... if she goes out without telling him,31.6
152,Cameroon,Central Africa,2011,F,Primary,... if she goes out without telling him,32.9
152,Cameroon,Central Africa,2011,F,Secondary,... if she goes out without telling him,21.9
222,Cameroon,Central Africa,2011,F,Higher,... if she neglects the children,11.4
222,Cameroon,Central Africa,2011,F,No education,... if she neglects the children,35.9
222,Cameroon,Central Africa,2011,F,Primary,... if she neglects the children,41.9
222,Cameroon,Central Africa,2011,F,Secondary,... if she neglects the children,37.9
292,Cameroon,Central Africa,2011,F,Higher,... if she refuses to have sex with him,1.3
292,Cameroon,Central Africa,2011,F,No education,... if she refuses to have sex with him,25.6
292,Cameroon,Central Africa,2011,F,Primary,... if she refuses to have sex with him,17.2
292,Cameroon,Central Africa,2011,F,Secondary,... if she refuses to have sex with him,7.5
362,Cameroon,Central Africa,2011,M,Higher,... for at least one specific reason,23.6
362,Cameroon,Central Africa,2011,M,No education,... for at least one specific reason,37.3
362,Cameroon,Central Africa,2011,M,Primary,... for at least one specific reason,43.7
362,Cameroon,Central Africa,2011,M,Secondary,... for at least one specific reason,38.6
82,Cameroon,Central Africa,2011,M,Higher,... if she argues with him,7.3
82,Cameroon,Central Africa,2011,M,No education,... if she argues with him,21.7
82,Cameroon,Central Africa,2011,M,Primary,... if she argues with him,23.1
82,Cameroon,Central Africa,2011,M,Secondary,... if she argues with him,15.5
152,Cameroon,Central Africa,2011,M,Higher,... if she goes out without telling him,8.7
152,Cameroon,Central Africa,2011,M,No education,... if she goes out without telling him,25.3
152,Cameroon,Central Africa,2011,M,Primary,... if she goes out without telling him,27.5
152,Cameroon,Central Africa,2011,M,Secondary,... if she goes out without telling him,19.0
222,Cameroon,Central Africa,2011,M,Higher,... if she neglects the children,17.5
222,Cameroon,Central Africa,2011,M,No education,... if she neglects the children,26.1
222,Cameroon,Central Africa,2011,M,Primary,... if she neglects the children,32.2
222,Cameroon,Central Africa,2011,M,Secondary,... if she neglects the children,29.3
292,Cameroon,Central Africa,2011,M,Higher,... if she refuses to have sex with him,1.7
292,Cameroon,Central Africa,2011,M,No education,... if she refuses to have sex with him,13.7
292,Cameroon,Central Africa,2011,M,Primary,... if she refuses to have sex with him,10.7
292,Cameroon,Central Africa,2011,M,Secondary,... if she refuses to have sex with him,5.9
13,Chad,Central Africa,2014,F,Higher,... if she burns the food,24.4
13,Chad,Central Africa,2014,F,No education,... if she burns the food,45.4
13,Chad,Central Africa,2014,F,Secondary,... if she burns the food,51.9
13,Chad,Central Africa,2014,F,Primary,... if she burns the food,56.2
13,Chad,Central Africa,2014,M,Higher,... if she burns the food,12.4
13,Chad,Central Africa,2014,M,No education,... if she burns the food,24.7
13,Chad,Central Africa,2014,M,Secondary,... if she burns the food,28.8
13,Chad,Central Africa,2014,M,Primary,... if she burns the food,31.9
363,Chad,Central Africa,2014,F,Higher,... for at least one specific reason,60.1
363,Chad,Central Africa,2014,F,No education,... for at least one specific reason,70.9
363,Chad,Central Africa,2014,F,Primary,... for at least one specific reason,79.5
363,Chad,Central Africa,2014,F,Secondary,... for at least one specific reason,76.7
83,Chad,Central Africa,2014,F,Higher,... if she argues with him,38.8
83,Chad,Central Africa,2014,F,No education,... if she argues with him,47.6
83,Chad,Central Africa,2014,F,Primary,... if she argues with him,55.1
83,Chad,Central Africa,2014,F,Secondary,... if she argues with him,51.8
153,Chad,Central Africa,2014,F,Higher,... if she goes out without telling him,37.1
153,Chad,Central Africa,2014,F,No education,... if she goes out without telling him,56.3
153,Chad,Central Africa,2014,F,Primary,... if she goes out without telling him,66.5
153,Chad,Central Africa,2014,F,Secondary,... if she goes out without telling him,60.3
223,Chad,Central Africa,2014,F,Higher,... if she neglects the children,43.1
223,Chad,Central Africa,2014,F,No education,... if she neglects the children,56.7
223,Chad,Central Africa,2014,F,Primary,... if she neglects the children,66.3
223,Chad,Central Africa,2014,F,Secondary,... if she neglects the children,64.0
293,Chad,Central Africa,2014,F,Higher,... if she refuses to have sex with him,21.8
293,Chad,Central Africa,2014,F,No education,... if she refuses to have sex with him,41.5
293,Chad,Central Africa,2014,F,Primary,... if she refuses to have sex with him,43.2
293,Chad,Central Africa,2014,F,Secondary,... if she refuses to have sex with him,33.6
363,Chad,Central Africa,2014,M,Higher,... for at least one specific reason,36.6
363,Chad,Central Africa,2014,M,No education,... for at least one specific reason,50.2
363,Chad,Central Africa,2014,M,Primary,... for at least one specific reason,53.0
363,Chad,Central Africa,2014,M,Secondary,... for at least one specific reason,50.6
83,Chad,Central Africa,2014,M,Higher,... if she argues with him,10.1
83,Chad,Central Africa,2014,M,No education,... if she argues with him,24.6
83,Chad,Central Africa,2014,M,Primary,... if she argues with him,22.8
83,Chad,Central Africa,2014,M,Secondary,... if she argues with him,20.8
153,Chad,Central Africa,2014,M,Higher,... if she goes out without telling him,17.7
153,Chad,Central Africa,2014,M,No education,... if she goes out without telling him,28.6
153,Chad,Central Africa,2014,M,Primary,... if she goes out without telling him,30.7
153,Chad,Central Africa,2014,M,Secondary,... if she goes out without telling him,26.9
223,Chad,Central Africa,2014,M,Higher,... if she neglects the children,27.6
223,Chad,Central Africa,2014,M,No education,... if she neglects the children,34.6
223,Chad,Central Africa,2014,M,Primary,... if she neglects the children,40.5
223,Chad,Central Africa,2014,M,Secondary,... if she neglects the children,37.9
293,Chad,Central Africa,2014,M,Higher,... if she refuses to have sex with him,9.3
293,Chad,Central Africa,2014,M,No education,... if she refuses to have sex with him,24.6
293,Chad,Central Africa,2014,M,Primary,... if she refuses to have sex with him,25.0
293,Chad,Central Africa,2014,M,Secondary,... if she refuses to have sex with him,23.5
15,Comoros,East Africa,2012,F,Higher,... if she burns the food,6.7
15,Comoros,East Africa,2012,F,Secondary,... if she burns the food,11.6
15,Comoros,East Africa,2012,F,Primary,... if she burns the food,13.7
15,Comoros,East Africa,2012,F,No education,... if she burns the food,15.3
15,Comoros,East Africa,2012,M,Higher,... if she burns the food,0.8
15,Comoros,East Africa,2012,M,Secondary,... if she burns the food,2.5
15,Comoros,East Africa,2012,M,Primary,... if she burns the food,3.8
15,Comoros,East Africa,2012,M,No education,... if she burns the food,4.9
365,Comoros,East Africa,2012,F,Higher,... for at least one specific reason,23.7
365,Comoros,East Africa,2012,F,No education,... for at least one specific reason,39.7
365,Comoros,East Africa,2012,F,Primary,... for at least one specific reason,41.8
365,Comoros,East Africa,2012,F,Secondary,... for at least one specific reason,40.7
85,Comoros,East Africa,2012,F,Higher,... if she argues with him,6.9
85,Comoros,East Africa,2012,F,No education,... if she argues with him,18.1
85,Comoros,East Africa,2012,F,Primary,... if she argues with him,15.3
85,Comoros,East Africa,2012,F,Secondary,... if she argues with him,16.1
155,Comoros,East Africa,2012,F,Higher,... if she goes out without telling him,16.1
155,Comoros,East Africa,2012,F,No education,... if she goes out without telling him,29.1
155,Comoros,East Africa,2012,F,Primary,... if she goes out without telling him,32.5
155,Comoros,East Africa,2012,F,Secondary,... if she goes out without telling him,28.7
225,Comoros,East Africa,2012,F,Higher,... if she neglects the children,17.6
225,Comoros,East Africa,2012,F,No education,... if she neglects the children,29.6
225,Comoros,East Africa,2012,F,Primary,... if she neglects the children,33.1
225,Comoros,East Africa,2012,F,Secondary,... if she neglects the children,31.2
295,Comoros,East Africa,2012,F,Higher,... if she refuses to have sex with him,12.9
295,Comoros,East Africa,2012,F,No education,... if she refuses to have sex with him,22.7
295,Comoros,East Africa,2012,F,Primary,... if she refuses to have sex with him,22.7
295,Comoros,East Africa,2012,F,Secondary,... if she refuses to have sex with him,18.3
365,Comoros,East Africa,2012,M,Higher,... for at least one specific reason,6.8
365,Comoros,East Africa,2012,M,No education,... for at least one specific reason,18.7
365,Comoros,East Africa,2012,M,Primary,... for at least one specific reason,18.1
365,Comoros,East Africa,2012,M,Secondary,... for at least one specific reason,19.1
85,Comoros,East Africa,2012,M,Higher,... if she argues with him,1.4
85,Comoros,East Africa,2012,M,No education,... if she argues with him,6.7
85,Comoros,East Africa,2012,M,Primary,... if she argues with him,7.1
85,Comoros,East Africa,2012,M,Secondary,... if she argues with him,8.0
155,Comoros,East Africa,2012,M,Higher,... if she goes out without telling him,2.7
155,Comoros,East Africa,2012,M,No education,... if she goes out without telling him,10.1
155,Comoros,East Africa,2012,M,Primary,... if she goes out without telling him,6.8
155,Comoros,East Africa,2012,M,Secondary,... if she goes out without telling him,7.1
225,Comoros,East Africa,2012,M,Higher,... if she neglects the children,3.5
225,Comoros,East Africa,2012,M,No education,... if she neglects the children,6.6
225,Comoros,East Africa,2012,M,Primary,... if she neglects the children,8.1
225,Comoros,East Africa,2012,M,Secondary,... if she neglects the children,9.6
295,Comoros,East Africa,2012,M,Higher,... if she refuses to have sex with him,2.0
295,Comoros,East Africa,2012,M,No education,... if she refuses to have sex with him,10.9
295,Comoros,East Africa,2012,M,Primary,... if she refuses to have sex with him,7.9
295,Comoros,East Africa,2012,M,Secondary,... if she refuses to have sex with him,8.7
16,Congo,Central Africa,2011,F,Higher,... if she burns the food,
16,Congo,Central Africa,2011,F,No education,... if she burns the food,
16,Congo,Central Africa,2011,F,Primary,... if she burns the food,
16,Congo,Central Africa,2011,F,Secondary,... if she burns the food,
16,Congo,Central Africa,2011,M,Higher,... if she burns the food,
16,Congo,Central Africa,2011,M,No education,... if she burns the food,
16,Congo,Central Africa,2011,M,Primary,... if she burns the food,
16,Congo,Central Africa,2011,M,Secondary,... if she burns the food,
366,Congo,Central Africa,2011,F,Higher,... for at least one specific reason,48.5
366,Congo,Central Africa,2011,F,No education,... for at least one specific reason,59.5
366,Congo,Central Africa,2011,F,Primary,... for at least one specific reason,61.2
366,Congo,Central Africa,2011,F,Secondary,... for at least one specific reason,61.5
86,Congo,Central Africa,2011,F,Higher,... if she argues with him,
86,Congo,Central Africa,2011,F,No education,... if she argues with him,
86,Congo,Central Africa,2011,F,Primary,... if she argues with him,
86,Congo,Central Africa,2011,F,Secondary,... if she argues with him,
156,Congo,Central Africa,2011,F,Higher,... if she goes out without telling him,22.5
156,Congo,Central Africa,2011,F,No education,... if she goes out without telling him,41.2
156,Congo,Central Africa,2011,F,Primary,... if she goes out without telling him,44.1
156,Congo,Central Africa,2011,F,Secondary,... if she goes out without telling him,41.1
226,Congo,Central Africa,2011,F,Higher,... if she neglects the children,38.3
226,Congo,Central Africa,2011,F,No education,... if she neglects the children,44.2
226,Congo,Central Africa,2011,F,Primary,... if she neglects the children,47.6
226,Congo,Central Africa,2011,F,Secondary,... if she neglects the children,47.4
296,Congo,Central Africa,2011,F,Higher,... if she refuses to have sex with him,14.4
296,Congo,Central Africa,2011,F,No education,... if she refuses to have sex with him,35.1
296,Congo,Central Africa,2011,F,Primary,... if she refuses to have sex with him,31.4
296,Congo,Central Africa,2011,F,Secondary,... if she refuses to have sex with him,24.6
366,Congo,Central Africa,2011,M,Higher,... for at least one specific reason,29.4
366,Congo,Central Africa,2011,M,No education,... for at least one specific reason,32.3
366,Congo,Central Africa,2011,M,Primary,... for at least one specific reason,44.6
366,Congo,Central Africa,2011,M,Secondary,... for at least one specific reason,45.3
86,Congo,Central Africa,2011,M,Higher,... if she argues with him,
86,Congo,Central Africa,2011,M,No education,... if she argues with him,
86,Congo,Central Africa,2011,M,Primary,... if she argues with him,
86,Congo,Central Africa,2011,M,Secondary,... if she argues with him,
156,Congo,Central Africa,2011,M,Higher,... if she goes out without telling him,13.9
156,Congo,Central Africa,2011,M,No education,... if she goes out without telling him,18.8
156,Congo,Central Africa,2011,M,Primary,... if she goes out without telling him,22.5
156,Congo,Central Africa,2011,M,Secondary,... if she goes out without telling him,23.8
226,Congo,Central Africa,2011,M,Higher,... if she neglects the children,21.2
226,Congo,Central Africa,2011,M,No education,... if she neglects the children,24.5
226,Congo,Central Africa,2011,M,Primary,... if she neglects the children,32.3
226,Congo,Central Africa,2011,M,Secondary,... if she neglects the children,32.9
296,Congo,Central Africa,2011,M,Higher,... if she refuses to have sex with him,11.8
296,Congo,Central Africa,2011,M,No education,... if she refuses to have sex with him,9.3
296,Congo,Central Africa,2011,M,Primary,... if she refuses to have sex with him,18.0
296,Congo,Central Africa,2011,M,Secondary,... if she refuses to have sex with him,12.4
17,Congo Democratic Republic,Central Africa,2013,F,Higher,... if she burns the food,6.1
17,Congo Democratic Republic,Central Africa,2013,F,Secondary,... if she burns the food,22.5
17,Congo Democratic Republic,Central Africa,2013,F,No education,... if she burns the food,24.1
17,Congo Democratic Republic,Central Africa,2013,F,Primary,... if she burns the food,28.5
17,Congo Democratic Republic,Central Africa,2013,M,Higher,... if she burns the food,3.3
17,Congo Democratic Republic,Central Africa,2013,M,No education,... if she burns the food,15.6
17,Congo Democratic Republic,Central Africa,2013,M,Secondary,... if she burns the food,16.0
17,Congo Democratic Republic,Central Africa,2013,M,Primary,... if she burns the food,17.2
367,Congo Democratic Republic,Central Africa,2013,F,Higher,... for at least one specific reason,49.8
367,Congo Democratic Republic,Central Africa,2013,F,No education,... for at least one specific reason,75.4
